,comment,date
12903,"There are simply too many who dream of 30,000 it will be just a dream for you.
","Feb 01, 2018 2:11PM ET"
12904,"Sell all stock and buy gold only Today closed above 1355 Stock market will be crashed soon
","Feb 01, 2018 2:04PM ET"
12905,"Don't panic everyone, nothing is under control.
","Feb 01, 2018 2:02PM ET"
12906,"pause in uptrend....in the meantime dow is toying with everyone
","Feb 01, 2018 1:58PM ET"
12907,"the theme of today was the calm before the storm... Tomorrow is the storm..
","Feb 01, 2018 1:57PM ET"
12908,"Keep rocking dow
","Feb 01, 2018 1:42PM ET"
12909,"Keep up a great work DOW to 30k
","Feb 01, 2018 1:24PM ET"
12910,"Dow up in middle session so I am cautious here. Away from trading.
","Feb 01, 2018 12:52PM ET"
12911,"Since last three day up speedometer is slower then down speedometer.
","Feb 01, 2018 12:11PM ET"
12912,"Worst three day of my trading life
","Feb 01, 2018 11:47AM ET"
12913,"But I thought this time was different. Oh, well....
","Feb 01, 2018 11:43AM ET"
12914,"Keep buying to 30000.
","Feb 01, 2018 11:34AM ET"
12915,"This is going to crash so incredibly hard sooner or later...
","Feb 01, 2018 10:50AM ET"
12916,"why its drop so much.. yesterday i have seen reversal and buy. i have last highest points deal please guide me what to do now.
","Feb 01, 2018 10:37AM ET"
12917,"If deep again then its bull trap so dont buy on immediate deep wait. It will revive after second deep only.
","Feb 01, 2018 10:30AM ET"
12918,"Now its done so do not buy if made deep. Wait for second 200 pips deep below 26000
","Feb 01, 2018 10:04AM ET"
12919,"Look how low the volume is
","Feb 01, 2018 9:55AM ET"
12920,"Buy the deep only at 26015-35. Exit or keep base on day closing.
","Feb 01, 2018 9:42AM ET"
12921,"Earlier people were selling algos were buying now algos are selling people are buying
","Feb 01, 2018 9:42AM ET"
12922,"25960 was a target as i said. we got it
","Feb 01, 2018 9:40AM ET"
12923,"When it goes UP you said its manipulation and when it goes DOWN you said its manipulation too. What do you really want in life?
","Feb 01, 2018 9:38AM ET"
12924,"Dow Intra-day Buy above 26111, Sell below 26010. Target 29 points
","Feb 01, 2018 9:35AM ET"
12925,"Bears survived 7000 points let us see whether bulls can survive 700 points fall
","Feb 01, 2018 9:25AM ET"
12926,"We must know 7000 gains since trump elected, 150 drop just nothing
","Feb 01, 2018 9:13AM ET"
12927,"Dont be so sad its a small correction! U should know little correction its healthy
","Feb 01, 2018 9:09AM ET"
12928,"Sell Dow 30 cmp
","Feb 01, 2018 9:07AM ET"
12929,"kids, Dow has profit 5.79% last month , if drop 2 or 3 that's not mean the train has stopped
","Feb 01, 2018 9:06AM ET"
12930,"Man kr is hiding ....behind the crime scene
","Feb 01, 2018 9:06AM ET"
12931,"What do we do Man Kr and the rest of the bull team. Buy or keep selling. . One wrote to me last week, that there was no fear if the index gapped down 2-3% as it would always go up again to close the upper gap.
","Feb 01, 2018 9:00AM ET"
12932,"The only way to see Dow is hitting 30.000 in 2018, is to dream about it.
","Feb 01, 2018 8:19AM ET"
12933,"I keep on fallin'...
","Feb 01, 2018 5:54AM ET"
12934,"I love the Trump train...not yesterdays..The one that's getting you rich! ...pc means pretty cash. Buy Buy
","Feb 01, 2018 4:55AM ET"
12935,"February and March are going to be red candles
","Feb 01, 2018 4:37AM ET"
12936,"The calm before the storm will be the theme of today,,
","Feb 01, 2018 1:21AM ET"
12937,"trend is up/ hios is coect althoguh it might be harmful so be care guys. . 25960 and 25770 are still targets.. i think on friday it might be more clear if the 2nd support can hold the pice o it fails.
","Jan 31, 2018 6:21PM ET"
12938,"Up?
","Jan 31, 2018 5:45PM ET"
12939,"Hi
","Jan 31, 2018 5:45PM ET"
12940,"Correction is over?
","Jan 31, 2018 5:00PM ET"
12941,"IRINA IS CORRECT. Not that she needs me to check her work but the market almost always closed up on the last day of the month over the last year.
","Jan 31, 2018 4:35PM ET"
12942,"I can almost feel their pain to push and hold it up :-)
","Jan 31, 2018 4:00PM ET"
12943,"last minute sell offs but still ending green
","Jan 31, 2018 3:58PM ET"
12944,"holy moly...
","Jan 31, 2018 3:47PM ET"
12945,"Casino, just gambling. Play with people's savings
","Jan 31, 2018 3:45PM ET"
12946,"Never second guess ""DOG"" or you will lose. I learned that very painful lesson long ago. I thought we would have another slightly down day but it looks like I was wrong, wasn't I.
","Jan 31, 2018 3:41PM ET"
12947,"after that bull run it should correct, should be deep correction
","Jan 31, 2018 3:20PM ET"
12948,"nice time to get out
","Jan 31, 2018 3:13PM ET"
12949,"master zimon say go to 25900
","Jan 31, 2018 3:01PM ET"
12950,"This could get real ugly over the next few weeks.
","Jan 31, 2018 2:53PM ET"
12951,"What happened, we were safe today ? Ken was your dog lying to us ?
","Jan 31, 2018 2:52PM ET"
12952,"Greenspan just said now, we have stock bubble ....
","Jan 31, 2018 2:49PM ET"
12953,"Still ok not red,, its strong,, its the dow jones , the one way rocket to the moon.
","Jan 31, 2018 2:32PM ET"
12954,"Buy the deep only at 26015-35. Exit or keep base on day closing.
","Jan 31, 2018 2:13PM ET"
12955,"Its look like huge hedging comes in to action. If it is then it has to go down.
","Jan 31, 2018 1:55PM ET"
12956,"No one has proper buy the deep level. I cant buy on every 100 pips down as its not crossed average of buy the deep level.
","Jan 31, 2018 1:45PM ET"
12957,"26460 key level. Buy only if day close above it otherwise sell between 26390 to 26490 safe point 26440. Keep or exit based on day close.
","Jan 31, 2018 1:36PM ET"
12958,"Told you to buy the dip. Don’t get distracted with small retraction. Trump and team will make dow great again! 30000!
","Jan 31, 2018 1:25PM ET"
12959,"Its down 130 points from day high,, nobody's saying its going to go red later,, certainly not me..
","Jan 31, 2018 12:21PM ET"
12960,"No rate today and only two hikes this year. Dow should make up yesterday's drop and then some
","Jan 31, 2018 11:40AM ET"
12961,"Trump Great speech...dowjones 200+
","Jan 31, 2018 11:26AM ET"
12962,"Last day of the month fixing today for higher stocks valuation... J hook closing expected as usual
","Jan 31, 2018 10:24AM ET"
12963,"27000 by friday..on my dead daughters soul. Buy all you can!
","Jan 31, 2018 10:14AM ET"
12964,"26400+ today
","Jan 31, 2018 9:57AM ET"
12965,"Dow Intra-day Buy above 26346. Target 38 points
","Jan 31, 2018 9:38AM ET"
12966,"Huge buying coming, some banks are buying heavily. Get in ASAP
","Jan 31, 2018 9:37AM ET"
12967,"All yesterday points are going to be compensated
","Jan 31, 2018 9:35AM ET"
12968,"BOEING | EPS 3.06 vs 2.89 expected by Reuters | Revenue $25.37 billions vs $24.69 billions expected by Reuters.
","Jan 31, 2018 9:14AM ET"
12969,"How is this still so low . Futures is catching up with that 27k soonest
","Jan 31, 2018 9:05AM ET"
12970,"Boeing fire up dow
","Jan 31, 2018 7:35AM ET"
12971,"Boeing results today. If they turn out as expected, DOW will fly again. It is going to be volatile!
","Jan 31, 2018 6:52AM ET"
12972,"Since trump took office there has NOT been 3 consecutive days of market fall ( fall being more than 100 point movement which is tiny anyway ),, neither algos nor humans are trained to deal with the consequences if that ever happens ( i say if ) no bad inte...Show more
","Jan 31, 2018 3:37AM ET"
12973,"Buy the dips above 25900 with SL of 25900
","Jan 31, 2018 2:19AM ET"
12974,"Time to buy ripple
","Jan 30, 2018 6:13PM ET"
12975,"That ****Philip Seago! This is all his fault!
","Jan 30, 2018 5:19PM ET"
12976,"Buy low sell high... not the reverse!,,, and it's still far far too high to buy
","Jan 30, 2018 4:53PM ET"
12977,"This is the time you will need regulations but Mr T has got rid of them, so whatout buyers... You can loose a lot of money :(
","Jan 30, 2018 4:51PM ET"
12978,"another bear trap?
","Jan 30, 2018 4:48PM ET"
12979,"Buy.
","Jan 30, 2018 4:45PM ET"
12980,"A big correction for the DOW is  long overdue .... just check the charts and history...
","Jan 30, 2018 4:10PM ET"
12981,"Predicted Dow  fall of -350 today and tomorrow -200 and dollar index stagnant at 88 to 89 for some time
","Jan 30, 2018 4:08PM ET"
12982,"Come on Guys  and Gals... WAKEUP!!
","Jan 30, 2018 4:03PM ET"
12983,"-362.... am sorry it overshot buy 12 points... sigh!!!!
","Jan 30, 2018 4:02PM ET"
12984,"Anyone remember when was the last time Dow the Cow close like this? :-))
","Jan 30, 2018 3:54PM ET"
12985,"A recovering rally may ensue from here.....although I do think afterwards more downward pressure. Bulls will be looking for value. No one can buy high forever....it would not make sense.
","Jan 30, 2018 3:42PM ET"
12986,"Red closing, finally. Lol
","Jan 30, 2018 3:39PM ET"
12987,"Down down down down...
","Jan 30, 2018 3:21PM ET"
12988,"Buy the dip above 25500 for short term trading. Sell below 26400 for intraday.
","Jan 30, 2018 3:17PM ET"
12989,"The dip will be deeper
","Jan 30, 2018 3:03PM ET"
12990,"I am so happy today, buy dip opportunity to make easy money again, remember Trump speech tonight, uncle Trump sent money to you guys, buy dip never regret.
","Jan 30, 2018 2:53PM ET"
12991,"Have't heard from Man Kr today. Still buy the dip? Around 500 points drop from the highs within couple of days. The next couple of days would be interesting.
","Jan 30, 2018 2:43PM ET"
12992,"It could be a lift once more, as long as bond yields are under 3%.... The last wave in eurusd is expected to hit 1,27-28 before it goes down to 1,16. A lift in eurusd used to help Dow to come up unless there are some very bad news, where both dollar and Do...Show more
","Jan 30, 2018 1:40PM ET"
12993,"I have a buddy at GS hedge fund and he has been told Trump will big up the market but attack tech .
","Jan 30, 2018 1:30PM ET"
12994,"One step back, 100 steps forward.
","Jan 30, 2018 1:26PM ET"
12995,"Have anybody any comment about this article and the happenings?
","Jan 30, 2018 1:12PM ET"
12996,"Sell all prices
","Jan 30, 2018 1:12PM ET"
12997,"Bonds still selling off. Looks like its getting harder for them to keep propping up the debt market.. The spread between 10year and 30year bond is closing. ( 25 basis points or so ) . This will be absolutely key going forward. If recent history is followed...Show more
","Jan 30, 2018 12:55PM ET"
12998,"Everyone giving analysis and no problem ne knows anything
","Jan 30, 2018 12:47PM ET"
12999,"It should rise back up tomorrow then unexpectedly snap back below 26,000. Thats what I think
","Jan 30, 2018 12:23PM ET"
13000,"Im an ever bull
","Jan 30, 2018 12:12PM ET"
13001,"hey guys. do u bet break down?
","Jan 30, 2018 12:11PM ET"
13002,"dead cow..lol
","Jan 30, 2018 12:08PM ET"
13003,"I'm new to the stock market and only started investing mid-2017; is a drop like this normal? I know corrections need to be made but this seems like one ****of a downward march.
","Jan 30, 2018 12:07PM ET"
13004,"Bet you this pops back up.
","Jan 30, 2018 12:03PM ET"
13005,"30 before 20
","Jan 30, 2018 11:20AM ET"
13006,"No problem buying low... but harder to sell when things look good.. all of a sudden a big big drop.. Then you say to yourself , why was I so greedy.. why didn't I sell.... Welcome to his roller coaster ride ;) yah have to know when to jump in and get out o...Show more
","Jan 30, 2018 10:50AM ET"
13007,"buy with stoploss of 26085 on intraday. Just 40 points stoploss for the target of 200 points
","Jan 30, 2018 10:31AM ET"
13008,"next support is 25600 on a weekly base
","Jan 30, 2018 10:21AM ET"
13009,"-500 coming up and Mr.T will get on stage and say all is well
","Jan 30, 2018 10:08AM ET"
13010,"The next three months it's gonna be very ugly
","Jan 30, 2018 10:07AM ET"
13011,"This is the just the beginning,
","Jan 30, 2018 10:05AM ET"
13012,"Yesterday was a sad day for America... what makes it even worse there was no remorse.. but money will. Talk now ...Wake Up  my beLoved Country !!!
","Jan 30, 2018 10:01AM ET"
13013,"LOL
","Jan 30, 2018 9:55AM ET"
13014,"Or more ....
","Jan 30, 2018 9:54AM ET"
13015,"I can see -350 or move today
","Jan 30, 2018 9:52AM ET"
13016,"How fitting... a DOW crash  just before MrT consitutional crises  speech of the unioM
","Jan 30, 2018 9:51AM ET"
13017,"Its time to climb down into the weightless room where they keep Hal (the computer) and disconnect him before he brings down the ship
","Jan 30, 2018 9:46AM ET"
13018,"As they now trained the herd to buy the dips they can get away with a 2/3 % fall with dumping onto keen buyers,, anything above that they have to rebuy it themselves again or else algos will go nuts.
","Jan 30, 2018 9:35AM ET"
13019,"Printing starting... Let s see. Lol
","Jan 30, 2018 9:35AM ET"
13020,"Dow intra-day: Buy above 26226, Sell below 26171
","Jan 30, 2018 9:32AM ET"
13021,"If 26245-50 holds then the market will go up a bit.  If it does not, then we can go down to 25870-25900
","Jan 30, 2018 8:52AM ET"
13022,"BTFD still working or not ?
","Jan 30, 2018 8:06AM ET"
13023,"for me it's good to buy Futures DJ. stop lose 25800 . Take Profit 27000
","Jan 30, 2018 6:58AM ET"
13024,"market still bullish, daily strong support at 26250 maintained
","Jan 30, 2018 6:11AM ET"
13025,"End of january is very awkward for trading
","Jan 30, 2018 3:26AM ET"
13026,"Time to buy more stock, buy dip make money.
","Jan 30, 2018 3:11AM ET"
13027,"Trump giving state of the union address to joint houses of congress. Big 0ne trillion infrastructure plan to be announced. Market going to be heading up very soon in anticipation of the announcement.
","Jan 30, 2018 12:13AM ET"
13028,"is it occure due to some today trump meeting or something else.why down so much.?
","Jan 30, 2018 12:04AM ET"
13029,"Whatttt 26200 , 800$ down in a day??!!
","Jan 29, 2018 11:17PM ET"
13030,"Congradulation!!! We have new born bear!!! He is very cute and smoll for now. But he will grow.:-)
","Jan 29, 2018 11:12PM ET"
13031,"Trump !!!
","Jan 29, 2018 11:01PM ET"
13032,"Dow went down to 26280
","Jan 29, 2018 11:00PM ET"
13033,"I think new ATH time is over, anyway I am not trading in dow.
","Jan 29, 2018 7:10PM ET"
13034,"Buy dip you never regret, make easy money follow Tramp train
","Jan 29, 2018 7:09PM ET"
13035,"Gold, what a total scam. DUMP THOSE NAKED SHORTS BOYS. It's too bad that one of the most easiest manipulated aspect of the stock market is the commodity that is gold. The real current price of unmanipulated gold is about 7k. I can only laugh. Sorry
","Jan 29, 2018 4:59PM ET"
13036,"If the last two days of January be below today's number, this may mean a sale starting in February.. Dow will most likely rise at the beginning of the month in february, and then a huge big downturn then.
","Jan 29, 2018 4:52PM ET"
13037,"What’s happened suddenly??
","Jan 29, 2018 4:12PM ET"
13038,"I think Asia overnight will be very interesting given how bearish the charts are looking.
","Jan 29, 2018 4:04PM ET"
13039,"Huge red candle, didnt saw it for months this big
","Jan 29, 2018 4:02PM ET"
13040,"The vix is up 14% on a calm 0.3% market easing ,, now how is that supposed to be,, what is causing the fear ..
","Jan 29, 2018 2:19PM ET"
13041,"Phil Seago: don't bother defending yourself from personal attacks that have no business being on this site in the first place. Some guy who acts like he's 12 and has a chip on his shoulder joins INVESTING.COM today and is already insulting people. You know...Show more
","Jan 29, 2018 2:17PM ET"
13042,"Come on dow close in green
","Jan 29, 2018 2:07PM ET"
